,Date,Day,Replicate,Treatment,Salinity_Treat,Dispersal,Salinity_Measured,Calanoida,Chydoridae,Harpacticoida,Acartiidae,Ostracoda,Cyclopoida,Isopoda,Unknown,Nauplius,Rotifera,Mysid,Water.mite,Marine.mite,Sididae,Chironomidae,Annelida,Philopotamidae,Caddisfly,UNK.INSECT,UNK.CADDISFLY,Jellyfish,Mysidae,Bosminidae,Arthropoda,Rhyacophiliidae,Miridae,Daphniidae
23,42166,0,C,1,13,0,13.85,17,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,42166,0,C,2,0,0,0.3,18,288,0,0,5,83,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
25,42166,0,C,3,0,1,0.33,2,150,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
26,42166,0,C,4,0,3,0.33,2,183,0,0,7,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
27,42166,0,C,5,5,2,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,42166,0,C,6,5,3,5.39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,42166,0,C,7,9,2,9.24,34,1,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,42166,0,C,8,9,3,9.68,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,42166,0,C,9,13,2,13.43,10,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,42166,0,C,10,13,3,13.12,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,42166,0,C,11,0,2,0.31,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
34,42166,0,D,1,13,0,12.91,73,11,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,42166,0,D,2,0,0,0.32,0,26,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,42166,0,D,3,0,1,0.32,0,117,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
37,42166,0,D,4,0,3,0.32,5,32,0,0,2,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,42166,0,D,5,5,2,7.28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,42166,0,D,6,5,3,5.17,31,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,42166,0,D,7,9,2,9.64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,42166,0,D,8,9,3,9.16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42166,0,D,9,13,2,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,42166,0,D,10,13,3,12.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,42166,0,D,11,0,2,0.3,0,20,1,0,1,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,42175,9,A,1,13,0,14.94,40,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,42175,9,A,2,0,0,0.35,0,565,0,0,9,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
47,42175,9,A,3,0,1,0.34,0,175,0,0,0,282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
48,42175,9,A,4,0,3,0.45,0,61,0,0,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
49,42175,9,A,5,5,2,6.38,36,37,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,42175,9,A,6,5,3,6.76,84,36,6,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,42175,9,A,7,9,2,10.53,2,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,42175,9,A,8,9,3,11.81,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,42175,9,A,9,13,2,16.98,28,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,42175,9,A,10,13,3,15.04,124,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,42175,9,A,11,0,2,0.42,0,462,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
56,42175,9,B,1,13,0,14.5,24,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,42175,9,B,2,0,0,0.35,0,28,0,0,16,571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58,42175,9,B,3,0,1,0.31,0,4,0,0,0,187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,42175,9,B,4,0,3,0.42,0,1731,0,0,16,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,344
60,42175,9,B,5,5,2,7.75,10,15,23,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,42175,9,B,6,5,3,6.71,116,57,8,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
62,42175,9,B,7,9,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,42175,9,B,8,9,3,11.03,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,42175,9,B,9,13,2,14.24,25,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,42175,9,B,10,13,3,13.87,36,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,42175,9,B,11,0,2,0.4,0,23,0,0,19,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,42175,9,C,1,13,0,15.22,12,0,0,7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,42175,9,C,2,0,0,0.32,0,507,0,0,17,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
69,42175,9,C,3,0,1,0.36,0,288,0,0,7,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
70,42175,9,C,4,0,3,0.41,0,216,0,0,10,818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47
71,42175,9,C,5,5,2,5.64,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,42175,9,C,6,5,3,5.9,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,42175,9,C,7,9,2,10.16,27,0,157,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74,42175,9,C,8,9,3,10.62,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,42175,9,C,9,13,2,14.61,33,0,0,2,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,42175,9,C,10,13,3,14.26,132,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,42175,9,C,11,0,2,0.4,0,140,0,0,8,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
78,42175,9,D,1,13,0,14.16,125,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,42175,9,D,2,0,0,8.33,0,15,0,0,8,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,42175,9,D,3,0,1,0.32,0,51,0,0,8,406,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,42175,9,D,4,0,3,0.38,0,4,0,0,35,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,42175,9,D,5,5,2,8.06,6,25,46,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,42175,9,D,6,5,3,5.84,37,93,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,42175,9,D,7,9,2,10.68,8,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,42175,9,D,8,9,3,9.97,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,42175,9,D,9,13,2,14.37,12,0,44,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,42175,9,D,10,13,3,13.61,28,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,42175,9,D,11,0,2,0.34,0,23,0,0,43,325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,42184,18,A,1,13,0,14.3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,42184,18,A,2,0,0,0.34,0,39,0,0,8,77,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
91,42184,18,A,3,0,1,0.33,0,393,0,0,58,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
92,42184,18,A,4,0,3,0.4,0,349,0,0,50,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
93,42184,18,A,5,5,2,5.33,65,46,3,0,1,92,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,42184,18,A,6,5,3,5.58,73,2,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,42184,18,A,7,9,2,10.06,40,17,298,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,42184,18,A,8,9,3,10.11,7,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,42184,18,A,9,13,2,12.17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,42184,18,A,10,13,3,13.6,62,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,42184,18,A,11,0,2,0.43,0,121,1,0,16,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
100,42184,18,B,1,13,0,14.33,68,0,7,0,0,146,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,42184,18,B,2,0,0,0.33,0,82,0,0,23,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
102,42184,18,B,3,0,1,0.31,0,171,0,0,19,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,42184,18,B,4,0,3,0.48,0,352,0,0,7,285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32
104,42184,18,B,5,5,2,6.48,34,6,10,0,2,50,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,42184,18,B,6,5,3,5.76,31,7,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,42184,18,B,7,9,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,42184,18,B,8,9,3,9.1,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,42184,18,B,9,13,2,14.29,86,0,89,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,42184,18,B,10,13,3,13.25,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,42184,18,B,11,0,2,0.41,0,6,1,0,0,235,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,42184,18,C,1,13,0,13.31,32,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,42184,18,C,2,0,0,0.31,0,279,1,0,75,323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216
113,42184,18,C,3,0,1,0.34,0,163,0,0,18,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
114,42184,18,C,4,0,3,0.45,0,6,0,0,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115,42184,18,C,5,5,2,5.38,6,2,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,42184,18,C,6,5,3,5.68,5,2,0,0,1,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,42184,18,C,7,9,2,8.58,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,42184,18,C,8,9,3,8.76,27,0,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,42184,18,C,9,13,2,13.78,31,0,2,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,42184,18,C,10,13,3,12.16,27,0,3,1,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,42184,18,C,11,0,2,0.43,0,115,0,0,25,215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
122,42184,18,D,1,13,0,12.83,47,1,242,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123,42184,18,D,2,0,0,0.32,0,15,0,0,16,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,42184,18,D,3,0,1,0.32,0,86,1,0,179,404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
125,42184,18,D,4,0,3,0.43,0,109,0,0,57,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,42184,18,D,5,5,2,5.28,0,4,0,0,11,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,42184,18,D,6,5,3,5.58,50,38,0,0,3,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,42184,18,D,7,9,2,8.92,42,0,1,7,0,27,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,42184,18,D,8,9,3,9.49,0,0,0,0,0,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,42184,18,D,9,13,2,13.56,96,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,42184,18,D,10,13,3,13.57,35,0,0,2,0,82,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,42184,18,D,11,0,2,0.38,0,6,0,0,6,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,42193,27,A,1,13,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,42193,27,A,2,0,0,0.25,0,99,0,0,57,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
135,42193,27,A,3,0,1,0.27,0,93,0,0,3,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
136,42193,27,A,4,0,3,0.47,0,147,0,0,11,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
137,42193,27,A,5,5,2,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,42193,27,A,6,5,3,4.37,388,2,22,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,42193,27,A,7,9,2,7.63,1393,1,1512,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,42193,27,A,8,9,3,8.32,96,17,52,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,42193,27,A,9,13,2,10.61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,42193,27,A,10,13,3,10.63,187,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,42193,27,A,11,0,2,0.4,0,59,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,42193,27,B,1,13,0,11.49,35,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,42193,27,B,2,0,0,0.25,0,238,0,0,12,1461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
146,42193,27,B,3,0,1,0,0,11,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,42193,27,B,4,0,3,0.45,0,47,0,0,2,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
148,42193,27,B,5,5,2,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,42193,27,B,6,5,3,4.48,415,22,8,0,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,42193,27,B,7,9,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,42193,27,B,8,9,3,7.81,104,4,47,0,14,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,42193,27,B,9,13,2,11.18,21,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,42193,27,B,10,13,3,10.93,114,0,37,0,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,42193,27,B,11,0,2,0.37,0,91,0,0,70,3258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,42193,27,C,1,13,0,10.41,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,42193,27,C,2,0,0,0.23,0,402,0,0,16,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
157,42193,27,C,3,0,1,0.25,0,81,0,0,6,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
158,42193,27,C,4,0,3,0.44,0,342,0,0,28,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
159,42193,27,C,5,5,2,4.14,42,5,0,0,1,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,42193,27,C,6,5,3,4.64,53,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,42193,27,C,7,9,2,7.33,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,42193,27,C,8,9,3,8.35,247,0,407,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,42193,27,C,9,13,2,11.19,51,0,531,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,42193,27,C,10,13,3,10.25,78,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,42193,27,C,11,0,2,0.38,0,71,0,0,18,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
166,42193,27,D,1,13,0,9.3,14,0,1,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,42193,27,D,2,0,0,0.24,0,45,0,0,6,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,42193,27,D,3,0,1,0.25,0,128,0,0,20,1703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169,42193,27,D,4,0,3,0.42,0,17,0,0,9,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,42193,27,D,5,5,2,4.43,6,4,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,42193,27,D,6,5,3,4.37,102,27,4,0,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,42193,27,D,7,9,2,7.84,219,0,243,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,42193,27,D,8,9,3,7.81,18,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,42193,27,D,9,13,2,11.15,1,0,0,0,0,230,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,42193,27,D,10,13,3,11.57,207,0,177,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,42193,27,D,11,0,2,0.33,0,64,0,0,10,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,42202,36,A,1,13,0,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
178,42202,36,A,2,0,0,0.26,0,10,0,0,3,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,42202,36,A,3,0,1,0.27,1,0,0,0,20,548,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,42202,36,A,4,0,3,0.53,0,26,0,0,18,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
181,42202,36,A,5,5,2,4.33,2,0,19,0,28,483,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,42202,36,A,6,5,3,4.51,168,1,20,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,42202,36,A,7,9,2,7.77,97,0,91,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,42202,36,A,8,9,3,8.54,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,42202,36,A,9,13,2,10.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
